SESSION NAME:	MS0811 GABO S9E01 Music Cue Sheet Domestic
SAMPLE RATE:	48000.000000
BIT DEPTH:	24-bit
SESSION START TIMECODE:	00:00:00:00
TIMECODE FORMAT:	25 Frame
# OF AUDIO TRACKS:	446
# OF AUDIO CLIPS:	34922
# OF AUDIO FILES:	7165


T R A C K  L I S T I N G
TRACK NAME:	MX a1 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
2       	3       	Elefat107_Trk8_Cymbal_H_Sam_Music-09.R	   00:04:57:02	   00:05:09:02	   00:00:12:00	Unmuted
2       	4       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-06	   00:06:11:03	   00:06:16:22	   00:00:05:19	Unmuted
2       	5       	Elefat107_Trk8_Cymbal_H_Sam_Music-07.R	   00:18:55:12	   00:19:07:12	   00:00:12:00	Unmuted
2       	6       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-21	   00:21:52:15	   00:21:58:18	   00:00:06:03	Unmuted
2       	7       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-13	   00:25:10:12	   00:25:16:06	   00:00:05:18	Unmuted
2       	8       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-13	   00:46:50:07	   00:46:56:00	   00:00:05:18	Unmuted
2       	9       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-17	   00:55:16:13	   00:55:22:07	   00:00:05:18	Unmuted


TRACK NAME:	MX FX b3 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	Elefat107_Trk8_Cymbal_H_Sam_Music-06.L	   00:02:14:17	   00:02:26:17	   00:00:12:00	Unmuted


2       	1       	Elefat107_Trk8_Cymbal_H_Sam_Music-06.R	   00:02:14:17	   00:02:26:17	   00:00:12:00	Unmuted


TRACK NAME:	MX FX b4 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Harpsichord_TH.wav.new.01	   00:01:50:07	   00:02:10:20	   00:00:20:13	Unmuted
1       	2       	Orchestral Winners and Losers 02_BRASS_Howe.wav.new.01	   00:03:01:24	   00:03:17:24	   00:00:16:00	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Harpsichord_TH.wav.new.01-02	   00:01:50:07	   00:02:10:20	   00:00:20:13	Unmuted
2       	2       	Orchestral Winners and Losers 02_BRASS_Howe.wav.new.01-02	   00:03:01:24	   00:03:17:24	   00:00:16:00	Unmuted


TRACK NAME:	MX FX b5 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Lo WW_TH.wav.new.01	   00:01:50:07	   00:02:10:20	   00:00:20:13	Unmuted
1       	2       	Orchestral Winners and Losers 01_STRINGS_Howe.wav.new.01	   00:03:09:23	   00:03:17:24	   00:00:08:01	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Lo WW_TH.wav.new.01-02	   00:01:50:07	   00:02:10:20	   00:00:20:13	Unmuted
2       	2       	Orchestral Winners and Losers 01_STRINGS_Howe.wav.new.01-01	   00:03:09:23	   00:03:17:24	   00:00:08:01	Unmuted


TRACK NAME:	MX FX b6 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Hi Perc Pulse_TH.wav.new.01	   00:01:50:07	   00:01:56:14	   00:00:06:07	Unmuted
1       	2       	GBBO Flurry Bake EXTENDED v4.05_Hi WW_TH.wav.new.02-08	   00:02:08:22	   00:02:11:07	   00:00:02:10	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Hi Perc Pulse_TH.wav.new.01-01	   00:01:50:07	   00:01:56:14	   00:00:06:07	Unmuted
2       	2       	GBBO Flurry Bake EXTENDED v4.05_Hi WW_TH.wav.new.02-09	   00:02:08:22	   00:02:11:07	   00:00:02:10	Unmuted


TRACK NAME:	MX FX b7 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE




TRACK NAME:	MX FX b8 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE




